name,email,phone,address,city,county,state,zip,category,found_date
1. Horch Roofing,peter@majcoroofing.com,(207) 273-1111,"184 Main St, South Portland, ME 04106 - Also: 2414 Camden Rd, Warren, ME 04864 **2. Superior Roofing** - Phone: (207) 702-7663 - Email: info@superiorroofingofmaine.com - Address: 525 Riverside St, Por",South Portland,,Maine,04106,Roofer,2026-05-21
1. Property Inspection Pros,info@alhumdinspections.com,410-709-8144,"** 3910 W Strathmore Ave, Baltimore, MD 21215 - **City:** Baltimore - **State:** MD - **ZIP:** 21215 **2. Maryland Home Inspectors (MDHI)** - **Phone:** (410) 925-2088 - **Address:** 4132 E. Joppa Rd,",Baltimore,,Maryland,21215,Inspection Crew,2026-05-21
1. Property Inspection Pros,ken.humphreys@bpginspections.com,410-709-8144,"** 3910 W Strathmore Ave, Baltimore, MD 21215 - **City:** Baltimore - **State:** MD - **ZIP:** 21215 **2. Maryland Home Inspectors (MDHI)** - **Phone:** (410) 925-2088 - **Address:** 4132 E. Joppa Rd,",Baltimore,,Maryland,21215,Inspection Crew,2026-05-21
"1. M&M Premier Handyman Services, INC.",claddaghger@hotmail.com,(617) 906-3616,"** Serves Boston and surrounding areas (Cambridge, Chelsea, Somerville, Everett, Brookline, Winthrop, Revere, Malden, Medford, Arlington, Watertown, Belmont, Melrose, Winchester, Milton) - **City:** B",Premier Handyman Services,,Massachusetts,02148,Handyman,2026-05-21
"1. M&M Premier Handyman Services, INC.",info@stepnstonebuilding.com,(617) 906-3616,"** Serves Boston and surrounding areas (Cambridge, Chelsea, Somerville, Everett, Brookline, Winthrop, Revere, Malden, Medford, Arlington, Watertown, Belmont, Melrose, Winchester, Milton) - **City:** B",Premier Handyman Services,,Massachusetts,02148,Handyman,2026-05-21
"1. M&M Premier Handyman Services, INC.",handyman2brothers@gmail.com,(617) 906-3616,"** Serves Boston and surrounding areas (Cambridge, Chelsea, Somerville, Everett, Brookline, Winthrop, Revere, Malden, Medford, Arlington, Watertown, Belmont, Melrose, Winchester, Milton) - **City:** B",Premier Handyman Services,,Massachusetts,02148,Handyman,2026-05-21
"1. M&M Premier Handyman Services, INC.",hc400@handymanconnection.com,(617) 906-3616,"** Serves Boston and surrounding areas (Cambridge, Chelsea, Somerville, Everett, Brookline, Winthrop, Revere, Malden, Medford, Arlington, Watertown, Belmont, Melrose, Winchester, Milton) - **City:** B",Premier Handyman Services,,Massachusetts,02148,Handyman,2026-05-21
Ideal Contracting,bids@ramservices.com,313.843.8000,"** 2525 Clark Street, Detroit, MI 48209 - **Email:** Not explicitly listed - **Website:** idealcontracting.com ### 2. **Sachse Construction** - **Phone:** 313.481.8200 - **Address:** 3663 Woodward Ave",Detroit,,Michigan,48209,General Contractor,2026-05-21
Phone:,info@allclimatehvac.com,763-548-8095,"** 298 Coon Rapids Blvd NW, Coon Rapids, MN 55433 - **City:** Coon Rapids - **State:** Minnesota - **ZIP:** 55433 ### 2. Metro Heating & Cooling - **Phone:** (651) 294-7798 - **Address:** 1220 Cope Av",Coon Rapids,,Minnesota,55433,HVAC Contractor,2026-05-21
Phone:,sales@staffordhomeservice.com,763-548-8095,"** 298 Coon Rapids Blvd NW, Coon Rapids, MN 55433 - **City:** Coon Rapids - **State:** Minnesota - **ZIP:** 55433 ### 2. Metro Heating & Cooling - **Phone:** (651) 294-7798 - **Address:** 1220 Cope Av",Coon Rapids,,Minnesota,55433,HVAC Contractor,2026-05-21
Phone:,info@whitebearheatingandcooling.com,763-548-8095,"** 298 Coon Rapids Blvd NW, Coon Rapids, MN 55433 - **City:** Coon Rapids - **State:** Minnesota - **ZIP:** 55433 ### 2. Metro Heating & Cooling - **Phone:** (651) 294-7798 - **Address:** 1220 Cope Av",Coon Rapids,,Minnesota,55433,HVAC Contractor,2026-05-21
Phone:,customerservice@genzryan.com,763-548-8095,"** 298 Coon Rapids Blvd NW, Coon Rapids, MN 55433 - **City:** Coon Rapids - **State:** Minnesota - **ZIP:** 55433 ### 2. Metro Heating & Cooling - **Phone:** (651) 294-7798 - **Address:** 1220 Cope Av",Coon Rapids,,Minnesota,55433,HVAC Contractor,2026-05-21
Phone:,midland@midlandhtg.com,763-548-8095,"** 298 Coon Rapids Blvd NW, Coon Rapids, MN 55433 - **City:** Coon Rapids - **State:** Minnesota - **ZIP:** 55433 ### 2. Metro Heating & Cooling - **Phone:** (651) 294-7798 - **Address:** 1220 Cope Av",Coon Rapids,,Minnesota,55433,HVAC Contractor,2026-05-21
Phone:,office@jayhawkmechanical.com,763-548-8095,"** 298 Coon Rapids Blvd NW, Coon Rapids, MN 55433 - **City:** Coon Rapids - **State:** Minnesota - **ZIP:** 55433 ### 2. Metro Heating & Cooling - **Phone:** (651) 294-7798 - **Address:** 1220 Cope Av",Coon Rapids,,Minnesota,55433,HVAC Contractor,2026-05-21
1. Jackson Appliance Repair Company,repairs2@bellsouth.net,(601) 202-5353,"Jackson, MS **2. Reservoir Appliance Repair** - Phone: (601) 850-6699 - Address: Brandon, MS 39047 - Email: (encoded in source) **3. McKinney Appliance & Satellite Services, LLC** - Kent McKinney: (60",Jackson,,Mississippi,39047,Appliance Technician,2026-05-21
"1. Rod-O-Matic Plumbing, LLC",contactus@poorjohns.com,816-453-6099,"P.O. Box 28214, Kansas City, MO 64188 - Phone: 816-453-6099 - Email: rodomaticplumbing@gmail.com **2. Poor John's Plumbing** - Address: PO Box 14246, Parkville, MO 64152 - Phone (MO): (816) 455-5420 -",Matic Plumbing,,Missouri,28214,Plumber,2026-05-21
"1. Rod-O-Matic Plumbing, LLC",info@sewersurgeonllc.com,816-453-6099,"P.O. Box 28214, Kansas City, MO 64188 - Phone: 816-453-6099 - Email: rodomaticplumbing@gmail.com **2. Poor John's Plumbing** - Address: PO Box 14246, Parkville, MO 64152 - Phone (MO): (816) 455-5420 -",Matic Plumbing,,Missouri,28214,Plumber,2026-05-21
"1. Rod-O-Matic Plumbing, LLC",drainsnmorellc@gmail.com,816-453-6099,"P.O. Box 28214, Kansas City, MO 64188 - Phone: 816-453-6099 - Email: rodomaticplumbing@gmail.com **2. Poor John's Plumbing** - Address: PO Box 14246, Parkville, MO 64152 - Phone (MO): (816) 455-5420 -",Matic Plumbing,,Missouri,28214,Plumber,2026-05-21
"1. Rod-O-Matic Plumbing, LLC",affordableplumbingandsewerkc@gmail.com,816-453-6099,"P.O. Box 28214, Kansas City, MO 64188 - Phone: 816-453-6099 - Email: rodomaticplumbing@gmail.com **2. Poor John's Plumbing** - Address: PO Box 14246, Parkville, MO 64152 - Phone (MO): (816) 455-5420 -",Matic Plumbing,,Missouri,28214,Plumber,2026-05-21
"1. Rod-O-Matic Plumbing, LLC",ray@theplumbingpro.com,816-453-6099,"P.O. Box 28214, Kansas City, MO 64188 - Phone: 816-453-6099 - Email: rodomaticplumbing@gmail.com **2. Poor John's Plumbing** - Address: PO Box 14246, Parkville, MO 64152 - Phone (MO): (816) 455-5420 -",Matic Plumbing,,Missouri,28214,Plumber,2026-05-21
"Electrician Services in Billings, Montana",office@mccabeelectric.net,(406) 633-5680,"| City | State | ZIP | |---|---|---|---|---|---|---|---| | 1 | **406 Electric of Billings, LLC** | (406) 633-5680 | 406electricLLC@gmail.com | 3002 Green Terrace Drive | Billings | MT | 59102 | | 2 | ",Billings,,Montana,59102,Electrician,2026-05-21
"Electrician Services in Billings, Montana",info@actionelectricinc.com,(406) 633-5680,"| City | State | ZIP | |---|---|---|---|---|---|---|---| | 1 | **406 Electric of Billings, LLC** | (406) 633-5680 | 406electricLLC@gmail.com | 3002 Green Terrace Drive | Billings | MT | 59102 | | 2 | ",Billings,,Montana,59102,Electrician,2026-05-21
"lawn care service providers in Omaha, Nebraska",landonsservices4u@gmail.com,402-492-8800,"** 14124 Industrial Rd, Omaha, NE 68144 - **Email:** Not publicly listed - **Website:** heartlandlawns.com ### 2. Paradise Lawns - **Phone:** 402-612-1527 - **Address:** Omaha, NE (serves the metro ar",Omaha,,Nebraska,14124,Lawn Care Services,2026-05-21
1. Centerpoint Landscaping,admin@centerpointlandscaping.com,(702) 564-1853,"181 N Arroyo Grande Blvd., Suite 190, Henderson, NV 89074 - City: Henderson - State: Nevada - ZIP: 89074 **2. Cacti Landscapes** - Phone: 702-370-5000 - Email: (protected on website) - Address: 5412 P",Henderson,,Nevada,89074,Landscapper,2026-05-21
1. Adam Vaillancourt Roofing & Gutters,trustlineexteriors@gmail.com,(603) 673-0006,"** 15 Stoneyard Drive, Milford, NH 03055 - **Email:** Not listed - **Website:** adamvroofing.com - **Service Area:** Manchester, NH --- **2. A-Z Roofing** - **Phone:** (603) 682-0706 - **Email:** ange",Manchester,,New Hampshire,03055,Roofer,2026-05-21
1. Adam Vaillancourt Roofing & Gutters,office@masterroofers.com,(603) 673-0006,"** 15 Stoneyard Drive, Milford, NH 03055 - **Email:** Not listed - **Website:** adamvroofing.com - **Service Area:** Manchester, NH --- **2. A-Z Roofing** - **Phone:** (603) 682-0706 - **Email:** ange",Manchester,,New Hampshire,03055,Roofer,2026-05-21
1. Handyman Services Albuquerque,inhisservicehandyman@gmail.com,(505) 206-1853,"1380 Rio Rancho Blvd, Rio Rancho, NM 87124 - City: Rio Rancho - State: NM - ZIP: 87124 **2. Albuquerque Handyman LLC** - Phone: (505) 239-3255 - Website: abqhm.com - City: Albuquerque - State: NM **3.",Rio Rancho,,New Mexico,87124,Handyman,2026-05-21
1. Handyman Services Albuquerque,johnnyredsalazar@gmail.com,(505) 206-1853,"1380 Rio Rancho Blvd, Rio Rancho, NM 87124 - City: Rio Rancho - State: NM - ZIP: 87124 **2. Albuquerque Handyman LLC** - Phone: (505) 239-3255 - Website: abqhm.com - City: Albuquerque - State: NM **3.",Rio Rancho,,New Mexico,87124,Handyman,2026-05-21
1. Handyman Services Albuquerque,normabluehouse@gmail.com,(505) 206-1853,"1380 Rio Rancho Blvd, Rio Rancho, NM 87124 - City: Rio Rancho - State: NM - ZIP: 87124 **2. Albuquerque Handyman LLC** - Phone: (505) 239-3255 - Website: abqhm.com - City: Albuquerque - State: NM **3.",Rio Rancho,,New Mexico,87124,Handyman,2026-05-21
1. Perfect Construction USA Corp,info@perfectconstructionnyc.com,(718) 277-0891,** 754 Drew Street - **City:** Brooklyn - **State:** NY - **ZIP:** 11208 --- **2. AAA NY Contracting Corp** - **Phone:** +1 (914) 912-1067 - **Email:** aaanycontractingcorp@gmail.com - **Street Addres,New York City,,New York,11208,General Contractor,2026-05-21
1. Perfect Construction USA Corp,aaanycontractingcorp@gmail.com,(718) 277-0891,** 754 Drew Street - **City:** Brooklyn - **State:** NY - **ZIP:** 11208 --- **2. AAA NY Contracting Corp** - **Phone:** +1 (914) 912-1067 - **Email:** aaanycontractingcorp@gmail.com - **Street Addres,New York City,,New York,11208,General Contractor,2026-05-21
1. Perfect Construction USA Corp,info@fortecc.com,(718) 277-0891,** 754 Drew Street - **City:** Brooklyn - **State:** NY - **ZIP:** 11208 --- **2. AAA NY Contracting Corp** - **Phone:** +1 (914) 912-1067 - **Email:** aaanycontractingcorp@gmail.com - **Street Addres,New York City,,New York,11208,General Contractor,2026-05-21
1. Service Experts Charlotte,info@hornehvac.com,(704) 610-2290,"8107 Arrowridge Blvd. Suite Q, Charlotte, NC 28273 **2. Horne HVAC Charlotte (Horne Heating and Air Conditioning Inc.)** - Phone: (704) 321-4173 - Email: info@hornehvac.com - Address: 6805 Craig Stree",Charlotte,,North Carolina,28273,HVAC Contractor,2026-05-21
Phone:,aggmech@aol.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,johnf@favret.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,jharper@speermechanical.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,jk@kirkwilliamsco.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,andy.ross@cbsiohio.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,jay.sharp@limbachinc.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,rvaisco@sauer-inc.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,anthony.younan@siemens.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,clivestephensplumbing@gmail.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,tim@farbercorp.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,agrant@jwdanforth.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,bobbillings@gtc.cc,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,mwhite@unitedmechanicalservices.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,tsmith@elitaire.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,nthartfield@aol.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,zweitzel@granvillemechanical.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
Phone:,shkelley@trane.com,(614) 486-4848,"** 1000 Dublin Road, Columbus, OH 43215-1116 ### 2. The Waterworks - **Phone:** (614) 232-2222 - **Address:** Columbus, OH 43229 - **Note:** Full-service plumbing, drain, heating & cooling since 1986 ",Columbus,,Ohio,43215-1116,Plumber,2026-05-21
1. Osborne Electric,jcurryelectric@gmail.com,(405) 525-7622,101 NE 46th Street - City: Oklahoma City - State: OK - ZIP: 73105 **2. Dedicated Electric Services LLC** - Phone: (405) 816-3050 - Email: Not publicly listed - Street Address: 2813 Regency Blvd - City,Spark Electrical Solutions,,Oklahoma,73105,Electrician,2026-05-21
1. Osborne Electric,tom@bakerbrotherselectric.com,(405) 525-7622,101 NE 46th Street - City: Oklahoma City - State: OK - ZIP: 73105 **2. Dedicated Electric Services LLC** - Phone: (405) 816-3050 - Email: Not publicly listed - Street Address: 2813 Regency Blvd - City,Spark Electrical Solutions,,Oklahoma,73105,Electrician,2026-05-21
1. Osborne Electric,paul@bakerbrotherselectric.com,(405) 525-7622,101 NE 46th Street - City: Oklahoma City - State: OK - ZIP: 73105 **2. Dedicated Electric Services LLC** - Phone: (405) 816-3050 - Email: Not publicly listed - Street Address: 2813 Regency Blvd - City,Spark Electrical Solutions,,Oklahoma,73105,Electrician,2026-05-21
1. Osborne Electric,info@barnettelectrical.com,(405) 525-7622,101 NE 46th Street - City: Oklahoma City - State: OK - ZIP: 73105 **2. Dedicated Electric Services LLC** - Phone: (405) 816-3050 - Email: Not publicly listed - Street Address: 2813 Regency Blvd - City,Spark Electrical Solutions,,Oklahoma,73105,Electrician,2026-05-21
1. Osborne Electric,shawver@shawver.net,(405) 525-7622,101 NE 46th Street - City: Oklahoma City - State: OK - ZIP: 73105 **2. Dedicated Electric Services LLC** - Phone: (405) 816-3050 - Email: Not publicly listed - Street Address: 2813 Regency Blvd - City,Spark Electrical Solutions,,Oklahoma,73105,Electrician,2026-05-21
Phone:,service@jandclawncare.com,(503) 284-3557,"** 7219 NE 47th Ave., Portland, OR 97218 ### 2. Dennis' 7 Dees - **Phone:** (503) 777-7777 - **Email:** mail@dennis7dees.com - **Address:** 7355 SE Johnson Creek Blvd., Portland, OR 97206 ### 3. Drake",Portland,,Oregon,97218,Lawn Care Services,2026-05-21
Phone:,service@pdxlawncare.com,(503) 284-3557,"** 7219 NE 47th Ave., Portland, OR 97218 ### 2. Dennis' 7 Dees - **Phone:** (503) 777-7777 - **Email:** mail@dennis7dees.com - **Address:** 7355 SE Johnson Creek Blvd., Portland, OR 97206 ### 3. Drake",Portland,,Oregon,97218,Lawn Care Services,2026-05-21
1. Charleston Home Inspection,fullservicehomeinspections@gmail.com,(843) 484-2184,Serves Charleston and Coastal South Carolina area - City: Charleston - State: SC **2. HouseScan Inspections** - Phone: 843.284.3656 - Email: Admin@HouseScanCHS.com - Address: 507 Front Street #505 - C,Summerville,,South Carolina,29486,Inspection Crew,2026-05-21
1. Charleston Home Inspection,info@cardinalhi.com,(843) 484-2184,Serves Charleston and Coastal South Carolina area - City: Charleston - State: SC **2. HouseScan Inspections** - Phone: 843.284.3656 - Email: Admin@HouseScanCHS.com - Address: 507 Front Street #505 - C,Summerville,,South Carolina,29486,Inspection Crew,2026-05-21
